,user_id,order_date,order_id,sku_id,warehouse_name,quantity,placed_gmv
58,f1ad54d,2022-09-16,262653,4b3eeca,USA,1.0,445.92
59,f1ad54d,2022-09-16,262653,7cdee06,USA,1.0,407.04
60,962b56a,2022-09-16,262974,3798761,USA,1.0,2024.64
61,9e7da4c,2022-09-16,262312,62af492,USA,2.0,603.84
62,9e7da4c,2022-09-16,262312,f9d6b06,USA,1.0,449.64
63,9e7da4c,2022-09-16,262312,e7ce89c,USA,1.0,297.44
64,9e7da4c,2022-09-16,262312,62fa34e,USA,1.0,235.26
65,9e7da4c,2022-09-16,262312,1a4da0d,USA,3.0,868.3199999999999
66,9e7da4c,2022-09-16,262312,e1ee82d,USA,1.0,511.5
67,9e7da4c,2022-09-16,262312,ef75308,USA,3.0,1151.94
68,9e7da4c,2022-09-16,262312,34359c1,USA,1.0,548.16
69,d25017c,2022-09-16,261896,7bb9ed8,United Kingdom,1.0,705.88
70,d25017c,2022-09-16,261896,810d8d6,United Kingdom,3.0,1654.38
71,d25017c,2022-09-16,261896,5c7951f,United Kingdom,1.0,6871.200000000001
72,de7ca44,2022-09-16,262015,3b02bf2,United Kingdom,3.0,1070.61
73,de7ca44,2022-09-16,262015,ef2487e,United Kingdom,2.0,719.52
74,de7ca44,2022-09-16,262015,1a4da0d,United Kingdom,3.0,854.3399999999999
75,de7ca44,2022-09-16,262015,55a0d8c,United Kingdom,1.0,333.42
76,ac0b8f4,2022-09-16,261854,4954077,United Kingdom,2.0,779.52
77,ac0b8f4,2022-09-16,261854,aa61eaa,United Kingdom,5.0,2730.0
78,ac0b8f4,2022-09-16,261854,fb196aa,United Kingdom,1.0,587.64
79,9266fa2,2022-09-16,262466,9cde75d,United Kingdom,3.0,1461.48
80,9266fa2,2022-09-16,262281,d0c20e4,United Kingdom,1.0,333.84000000000003
81,9266fa2,2022-09-16,262281,d5f5ccc,United Kingdom,1.0,526.92
82,9266fa2,2022-09-16,262604,a6631be,United Kingdom,1.0,712.8
83,9266fa2,2022-09-16,262604,5b75713,United Kingdom,1.0,989.76
84,0f7971a,2022-09-16,262209,5c7951f,United Kingdom,4.0,1750.44
85,0f7971a,2022-09-16,262209,3c1225d,United Kingdom,2.0,798.72
86,428d799,2022-09-16,262008,d2253c0,United Kingdom,4.0,1490.04
87,428d799,2022-09-16,262008,92bb935,United Kingdom,1.0,615.96
88,428d799,2022-09-16,262008,186dd27,United Kingdom,1.0,216.72
89,428d799,2022-09-16,262008,18f9e97,United Kingdom,2.0,858.5999999999999
90,0ae10ca,2022-09-16,261861,7a0218b,USA,2.0,1036.8
91,0ae10ca,2022-09-16,261861,b51524a,USA,1.0,2275.2000000000003
92,0ae10ca,2022-09-16,261861,3a0ba89,USA,1.0,591.48
93,0ae10ca,2022-09-16,261861,644f8fc,USA,1.0,330.48
94,0ae10ca,2022-09-16,261861,cc58106,USA,1.0,436.02
95,0ae10ca,2022-09-16,261861,163505f,USA,1.0,513.99
96,0ae10ca,2022-09-16,261861,c03fdce,USA,1.0,293.37
97,0ae10ca,2022-09-16,261861,bc72f05,USA,1.0,490.5
98,353fabc,2022-09-16,262641,e92d0ab,India,1.0,498.64
99,353fabc,2022-09-16,262641,be170aa,India,1.0,539.8199999999999
100,353fabc,2022-09-16,262641,3eabbb6,India,3.0,667.6800000000001
101,353fabc,2022-09-16,262641,0c79b31,India,1.0,542.84
102,353fabc,2022-09-16,262641,d178d9c,India,1.0,415.65
103,ace8192,2022-09-16,262041,adf5164,India,1.0,353.1
104,ace8192,2022-09-16,262041,f38facd,India,1.0,979.2
105,ace8192,2022-09-16,262041,1d9253e,India,1.0,1946.88
106,ace8192,2022-09-16,262864,6a77c1e,India,1.0,269.28000000000003
107,ace8192,2022-09-16,262864,df29471,India,1.0,321.2
108,ace8192,2022-09-16,262864,ee90f3e,India,2.0,2722.08
109,9b31b49,2022-09-16,262434,e38a187,India,2.0,884.4000000000001
110,9b31b49,2022-09-16,262434,7cdee06,India,1.0,407.04
111,9b31b49,2022-09-16,262434,13f2c34,India,3.0,50.760000000000005
112,9b31b49,2022-09-16,262434,c397240,India,1.0,399.6
113,9b31b49,2022-09-16,262434,78086ca,India,3.0,369.36
114,9b31b49,2022-09-16,262434,7d7c734,India,2.0,59.6
115,9b31b49,2022-09-16,262434,62fa34e,India,1.0,157.92
116,9b31b49,2022-09-16,262434,437d2ac,India,1.0,34.2
117,9b31b49,2022-09-16,262434,60dda1e,India,1.0,148.0
118,ad21491,2022-09-16,262733,3a0ba89,India,1.0,386.54
119,ad21491,2022-09-16,262733,be170aa,India,2.0,1079.64
120,ad21491,2022-09-16,262733,f93233f,India,1.0,144.0
121,ad21491,2022-09-16,262733,f45834b,India,1.0,412.08
122,3b2ccbb,2022-09-16,262063,7cdee06,India,2.0,814.08
123,3b2ccbb,2022-09-16,262063,5c7951f,India,4.0,2279.36
124,cbaca45,2022-09-16,262484,e05485d,India,1.0,2708.88
125,cbaca45,2022-09-16,262484,47277ee,India,1.0,384.27
126,cbaca45,2022-09-16,262484,e1402a3,India,1.0,330.48
127,cbaca45,2022-09-16,262484,293e74f,India,1.0,283.79999999999995
128,cbaca45,2022-09-16,262484,6a77c1e,India,1.0,786.24
129,cbaca45,2022-09-16,262484,e375e40,India,1.0,608.22
130,cbaca45,2022-09-16,262484,c03fdce,India,1.0,376.44
131,a04f866,2022-09-16,262130,af0d0c4,India,3.0,1555.1999999999998
132,a04f866,2022-09-16,262130,e8dfd5d,India,5.0,1737.15
133,065f5fa,2022-09-16,262279,e8dfd5d,India,1.0,4109.04
134,065f5fa,2022-09-16,262279,e92d0ab,India,1.0,498.64
135,065f5fa,2022-09-16,262279,58dd10a,India,1.0,190.8
136,21317ee,2022-09-16,262203,7cdee06,India,2.0,814.08
137,21317ee,2022-09-16,262203,51812e9,India,3.0,1579.1999999999998
138,21317ee,2022-09-16,262203,d0c20e4,India,2.0,667.6800000000001
139,edde74d,2022-09-16,262554,bb1a1d4,India,1.0,808.6800000000001
140,edde74d,2022-09-16,262554,47277ee,India,3.0,1152.81
141,4f46ead,2022-09-16,262197,e8dfd5d,India,4.0,1389.72
142,4f46ead,2022-09-16,262197,def167b,India,3.0,807.1200000000001
143,4f46ead,2022-09-16,262197,9d351ff,India,1.0,369.0
144,c0dd98b,2022-09-16,262168,18ac611,India,1.0,1920.0
145,c0dd98b,2022-09-16,262168,ff2a320,India,1.0,2872.48
146,40114ae,2022-09-16,262251,def167b,India,1.0,3180.96
147,40114ae,2022-09-16,262251,e1c4a27,India,2.0,3391.2000000000003
148,cd017a8,2022-09-16,262850,5e06cfa,India,2.0,24472.8
149,cd017a8,2022-09-16,262850,13f2c34,India,1.0,16.92
150,cd017a8,2022-09-16,262850,e38a187,India,1.0,442.2000000000001
151,cd017a8,2022-09-16,262850,8c8614d,India,1.0,418.2000000000001
152,5da8f66,2022-09-16,262193,e92d0ab,India,2.0,997.28
153,5da8f66,2022-09-16,262193,58dd10a,India,7.0,1335.6
154,5da8f66,2022-09-16,262193,def167b,India,2.0,538.08
155,5da8f66,2022-09-16,262193,63f0e3c,India,1.0,406.08
156,5da8f66,2022-09-16,262193,13f2c34,India,13.0,219.96000000000004
157,5da8f66,2022-09-16,262193,6293291,India,2.0,410.88
158,135d150,2022-09-16,262407,def167b,India,1.0,3180.96
159,135d150,2022-09-16,262407,e1c4a27,India,2.0,3391.2000000000003
160,2885d60,2022-09-16,262355,e92d0ab,India,1.0,2948.88
161,2885d60,2022-09-16,262355,e05485d,India,2.0,5417.76
162,2885d60,2022-09-16,262355,f1492ac,India,3.0,1151.76
163,2eb8262,2022-09-16,261985,ab4e967,India,1.0,2260.8
164,2eb8262,2022-09-16,261985,d1bb270,India,1.0,3222.72
165,2eb8262,2022-09-16,261985,6a72979,India,1.0,2292.0
166,2eb8262,2022-09-16,261985,5ef89e9,India,5.0,1698.1999999999998
167,2eb8262,2022-09-16,261985,7df9466,India,4.0,1876.92
168,3d5e5d9,2022-09-16,262982,d1bb270,India,6.0,19336.32
169,3d5e5d9,2022-09-16,262982,e05485d,India,1.0,2708.88
170,3d5e5d9,2022-09-16,262982,f28dd2b,India,1.0,564.72
171,3d5e5d9,2022-09-16,262982,c3509a5,India,1.0,341.28000000000003
172,3d5e5d9,2022-09-16,262982,35c7c3b,India,6.0,2672.88
173,32c05a7,2022-09-16,262381,6a72979,India,5.0,11460.0
174,32c05a7,2022-09-16,262381,be170aa,India,1.0,6384.960000000001
175,32c05a7,2022-09-16,262381,92bb935,India,1.0,6733.8
176,32c05a7,2022-09-16,262381,0f22894,India,1.0,682.0
177,32c05a7,2022-09-16,262381,92bb935,India,1.0,374.1
178,84194c4,2022-09-16,263004,f45834b,India,1.0,2426.4
179,84194c4,2022-09-16,263004,3bcdef1,India,1.0,7638.48
180,84194c4,2022-09-16,263004,d1bb270,India,5.0,16113.6
181,84194c4,2022-09-16,263004,ab4e967,India,5.0,11303.999999999998
182,85f4775,2022-09-16,262074,dabbaff,India,8.0,1160.0
183,8342039,2022-09-16,262764,e1c4a27,India,2.0,3391.2000000000003
184,dcd4ab7,2022-09-16,262400,6a72979,India,3.0,6876.0
185,dcd4ab7,2022-09-16,262400,be170aa,India,1.0,6384.960000000001
186,dcd4ab7,2022-09-16,262400,63f0e3c,India,1.0,406.08
187,dcd4ab7,2022-09-16,262400,13f2c34,India,1.0,16.92
188,5cc9862,2022-09-16,261794,51812e9,India,1.0,526.4
189,5cc9862,2022-09-16,261794,3bcdef1,India,1.0,430.56
190,5cc9862,2022-09-16,261794,6a77c1e,India,1.0,786.24
191,5cc9862,2022-09-16,261794,d1bb270,India,1.0,181.68
192,4d7bd3e,2022-09-16,262737,e1c4a27,India,2.0,3391.2000000000003
193,2eea227,2022-09-16,262942,0f22894,India,2.0,8035.200000000001
194,93451d9,2022-09-16,262852,3a0ba89,India,2.0,18288.0
195,93451d9,2022-09-16,262852,e92d0ab,India,2.0,5897.76
196,93451d9,2022-09-16,262852,60dda1e,India,1.0,148.0
197,93451d9,2022-09-16,262852,621474e,India,1.0,18.4
198,93451d9,2022-09-16,262852,1d9253e,India,1.0,496.08
199,93451d9,2022-09-16,262852,3df3dec,India,1.0,190.04
200,e49f8fa,2022-09-16,262732,e1c4a27,India,2.0,3391.2000000000003
201,664b07d,2022-09-16,262058,d178d9c,India,1.0,816.0
202,664b07d,2022-09-16,262058,69ce471,India,4.0,862.4
203,664b07d,2022-09-16,262058,cd11864,India,1.0,572.52
204,664b07d,2022-09-16,262058,be170aa,India,1.0,539.8199999999999
205,2eea227,2022-09-16,262000,0f22894,India,2.0,8035.200000000001
206,e38a977,2022-09-16,262747,ac07ce3,India,8.0,716.8
207,e38a977,2022-09-16,262747,8e8b515,India,1.0,92.0
208,e38a977,2022-09-16,262747,99c42e0,India,1.0,92.0
209,e38a977,2022-09-16,262747,e1c4a27,India,1.0,1695.6
210,0b70041,2022-09-16,262073,def167b,India,2.0,538.08
211,0b70041,2022-09-16,262073,6cc361f,India,1.0,2610.0
212,0b70041,2022-09-16,262073,e05485d,India,1.0,2708.88
213,414a05b,2022-09-16,262726,be170aa,India,6.0,3238.92
214,edde74d,2022-09-16,262816,be170aa,India,1.0,6384.960000000001
215,414a05b,2022-09-16,262123,6ea3bda,India,3.0,545.7
216,414a05b,2022-09-16,262123,0c79b31,India,3.0,1628.52
217,414a05b,2022-09-16,262123,bb1a1d4,India,3.0,411.84
218,414a05b,2022-09-16,262123,e05485d,India,2.0,687.08
219,414a05b,2022-09-16,262123,6a72979,India,4.0,1162.68
220,414a05b,2022-09-16,262123,341166a,India,5.0,1646.4
221,414a05b,2022-09-16,262123,9e21037,India,1.0,417.3
222,414a05b,2022-09-16,262123,2473611,India,2.0,267.84
223,414a05b,2022-09-16,262123,137858e,India,2.0,292.56
224,c8ca8a7,2022-09-16,262576,fbe104a,India,3.0,492.36
225,c8ca8a7,2022-09-16,262576,ee90f3e,India,2.0,920.48
226,c8ca8a7,2022-09-16,262576,e1c4a27,India,1.0,286.68
227,c8ca8a7,2022-09-16,262576,5c7d443,India,1.0,365.58
228,c8ca8a7,2022-09-16,262576,cc58106,India,1.0,425.25
229,c8ca8a7,2022-09-16,262576,5069de2,India,1.0,364.68
230,c8ca8a7,2022-09-16,262576,21f04fd,India,1.0,307.2
231,523b50c,2022-09-16,261924,6293291,India,2.0,410.88
232,523b50c,2022-09-16,261924,60dda1e,India,2.0,296.0
233,523b50c,2022-09-16,261924,62fa34e,India,1.0,157.92
234,523b50c,2022-09-16,261924,6ea3bda,India,1.0,181.9
235,523b50c,2022-09-16,261924,5c7951f,India,1.0,569.84
236,523b50c,2022-09-16,261924,293e74f,India,1.0,283.79999999999995
237,523b50c,2022-09-16,261924,3f3a44a,India,1.0,385.78
238,523b50c,2022-09-16,261924,ed7f745,India,1.0,194.4
239,503043c,2022-09-16,261802,be170aa,India,2.0,1079.64
240,a42fc0f,2022-09-16,262945,621474e,India,15.0,276.0
241,a42fc0f,2022-09-16,262945,3a0ba89,India,1.0,386.54
242,a42fc0f,2022-09-16,262945,f38facd,India,1.0,979.2
243,a2ea268,2022-09-16,262591,8a65cb0,India,10.0,104.0
244,a2ea268,2022-09-16,262591,63f0e3c,India,1.0,406.08
245,a2ea268,2022-09-16,262591,13f2c34,India,10.0,169.20000000000002
246,a2ea268,2022-09-16,262591,73198cb,India,6.0,205.2
247,a2ea268,2022-09-16,262591,437d2ac,India,6.0,205.2
248,a2ea268,2022-09-16,262591,d13d58f,India,1.0,319.04
249,a2ea268,2022-09-16,262591,7c54778,India,1.0,558.2
250,a2ea268,2022-09-16,262591,f5aad18,India,1.0,558.2
251,a2ea268,2022-09-16,262591,485ccd0,India,1.0,558.2
252,a2ea268,2022-09-16,262591,fbe104a,India,1.0,164.12
253,986d8dc,2022-09-16,262720,aa61eaa,United Kingdom,6.0,3276.0
254,986d8dc,2022-09-16,262720,6856dc8,United Kingdom,2.0,617.76
255,986d8dc,2022-09-16,262720,3dda988,United Kingdom,3.0,1263.6
256,986d8dc,2022-09-16,262720,5ff7bf0,United Kingdom,3.0,846.78
257,986d8dc,2022-09-16,262720,0072cca,United Kingdom,1.0,710.0
258,986d8dc,2022-09-16,262720,c03fdce,United Kingdom,6.0,2335.68
259,986d8dc,2022-09-16,262720,163505f,United Kingdom,3.0,1541.97
260,986d8dc,2022-09-16,262720,30fcc66,United Kingdom,3.0,1094.04
261,986d8dc,2022-09-16,262720,3db36a7,United Kingdom,3.0,1334.7
262,986d8dc,2022-09-16,262720,22b5b02,United Kingdom,2.0,928.5
263,986d8dc,2022-09-16,262720,b75de74,United Kingdom,6.0,1908.72
264,986d8dc,2022-09-16,262720,590979d,United Kingdom,1.0,4188.96
265,986d8dc,2022-09-16,262720,e05485d,United Kingdom,1.0,2761.52
266,986d8dc,2022-09-16,262720,3a0ba89,United Kingdom,8.0,3188.16
267,986d8dc,2022-09-16,262720,2141a7c,United Kingdom,1.0,1282.6
268,986d8dc,2022-09-16,262720,cb91396,United Kingdom,2.0,886.8000000000001
269,986d8dc,2022-09-16,262720,5778589,United Kingdom,1.0,4515.84
270,986d8dc,2022-09-16,262720,4eac201,United Kingdom,1.0,1359.6
271,986d8dc,2022-09-16,262720,5c7951f,United Kingdom,6.0,2625.66
272,986d8dc,2022-09-16,262720,a67ffd3,United Kingdom,1.0,320.4
273,986d8dc,2022-09-16,262720,effbbbf,United Kingdom,1.0,242.4
274,986d8dc,2022-09-16,262720,a6631be,United Kingdom,1.0,712.8
275,986d8dc,2022-09-16,262720,bc08c84,United Kingdom,1.0,502.19999999999993
276,986d8dc,2022-09-16,262720,e0f96f0,United Kingdom,1.0,539.6
277,986d8dc,2022-09-16,262720,5b75713,United Kingdom,1.0,508.08
278,986d8dc,2022-09-16,262720,1a4da0d,United Kingdom,4.0,1139.12
279,a2c7fb6,2022-09-16,261997,434572f,United Kingdom,2.0,833.1600000000001
280,a2c7fb6,2022-09-16,261997,0557dae,United Kingdom,1.0,1136.56
281,a2c7fb6,2022-09-16,261997,72dd286,United Kingdom,8.0,2344.8
282,ba1f7e1,2022-09-16,262729,edd958d,United Kingdom,1.0,1953.6
283,ba1f7e1,2022-09-16,262729,edd958d,United Kingdom,6.0,586.08
284,6947b2f,2022-09-16,262146,35c7c3b,United Kingdom,3.0,1023.39
285,6947b2f,2022-09-16,262146,1a4da0d,United Kingdom,6.0,1677.2400000000002
286,6947b2f,2022-09-16,262146,9d2d211,United Kingdom,3.0,1358.6999999999998
287,6947b2f,2022-09-16,262146,163505f,United Kingdom,2.0,1027.98
288,6947b2f,2022-09-16,262146,c03fdce,United Kingdom,1.0,389.28
289,6947b2f,2022-09-16,262146,7d0bc53,United Kingdom,1.0,381.36
290,6947b2f,2022-09-16,262146,106c778,United Kingdom,2.0,1144.6
291,6947b2f,2022-09-16,262146,5f6b2e4,United Kingdom,2.0,877.8000000000001
292,6947b2f,2022-09-16,262146,72872ae,United Kingdom,1.0,229.5
293,6947b2f,2022-09-16,262146,62af492,United Kingdom,3.0,905.76
294,6947b2f,2022-09-16,262146,1ac1b30,United Kingdom,1.0,449.76
295,6947b2f,2022-09-16,262146,91a108c,United Kingdom,1.0,366.24
296,6947b2f,2022-09-16,262146,69ce471,United Kingdom,1.0,623.28
297,74ea9a8,2022-09-16,262117,ec69637,United Kingdom,1.0,306.53
298,74ea9a8,2022-09-16,262117,163505f,United Kingdom,1.0,513.99
299,74ea9a8,2022-09-16,262117,c03fdce,United Kingdom,1.0,389.28
300,74ea9a8,2022-09-16,262117,a6631be,United Kingdom,1.0,365.9
301,74ea9a8,2022-09-16,262117,bc08c84,United Kingdom,1.0,502.19999999999993
302,1299090,2022-09-16,262476,8209efd,United Kingdom,1.0,4500.0
303,44f0de3,2022-09-16,261776,b75de74,United Kingdom,1.0,318.12
304,44f0de3,2022-09-16,261776,7d0bc53,United Kingdom,1.0,381.36
305,44f0de3,2022-09-16,261776,e0f96f0,United Kingdom,1.0,138.52
306,44f0de3,2022-09-16,261776,5b75713,United Kingdom,1.0,508.08
307,44f0de3,2022-09-16,261776,faf23df,United Kingdom,1.0,251.04
308,44f0de3,2022-09-16,261776,dd779b1,United Kingdom,1.0,345.96
309,44f0de3,2022-09-16,261776,30fcc66,United Kingdom,1.0,364.68
310,44f0de3,2022-09-16,261776,68617d0,United Kingdom,1.0,270.84
311,bdb0d60,2022-09-16,261937,9cde75d,United Kingdom,3.0,1461.48
312,bdb0d60,2022-09-16,261937,ff2a320,United Kingdom,3.0,1108.56
313,bdb0d60,2022-09-16,261937,ffc1266,United Kingdom,3.0,1483.11
314,e3bf5dc,2022-09-16,261915,137858e,United Kingdom,2.0,432.48
315,e3bf5dc,2022-09-16,261915,4b3eeca,United Kingdom,2.0,883.1999999999999
316,1299090,2022-09-16,262198,ffc1266,United Kingdom,1.0,5823.6
317,b648837,2022-09-16,262587,f289de1,United Kingdom,1.0,327.84
318,b648837,2022-09-16,262587,d9b0983,United Kingdom,1.0,321.28
319,b648837,2022-09-16,262587,ff2a320,United Kingdom,2.0,5800.64
320,b648837,2022-09-16,262587,7a0218b,United Kingdom,1.0,518.72
321,b648837,2022-09-16,262587,30fcc66,United Kingdom,1.0,364.68
322,b648837,2022-09-16,262587,384611d,United Kingdom,2.0,1102.92
323,b648837,2022-09-16,262587,c5594fa,United Kingdom,1.0,463.14
324,b648837,2022-09-16,262587,35c7c3b,United Kingdom,1.0,341.13
325,b648837,2022-09-16,262587,7e4a44a,United Kingdom,2.0,655.68
326,b648837,2022-09-16,262587,cb91396,United Kingdom,1.0,443.4
327,b648837,2022-09-16,262587,1ac1b30,United Kingdom,1.0,449.76
328,b648837,2022-09-16,262587,810d8d6,United Kingdom,2.0,1102.92
329,b648837,2022-09-16,262587,243e9aa,United Kingdom,1.0,538.96
330,b648837,2022-09-16,262587,245ff32,United Kingdom,1.0,308.67
331,b648837,2022-09-16,262587,8bdd125,United Kingdom,1.0,463.14
332,b648837,2022-09-16,262587,ef2487e,United Kingdom,1.0,359.76
333,b648837,2022-09-16,262587,bf8f895,United Kingdom,1.0,400.65
334,b648837,2022-09-16,262587,4b720a2,United Kingdom,1.0,343.44
335,b648837,2022-09-16,262587,92bb935,United Kingdom,1.0,615.96
336,b648837,2022-09-16,262587,6d5f53c,United Kingdom,2.0,851.22
337,b648837,2022-09-16,262587,55a0d8c,United Kingdom,2.0,666.84
338,b648837,2022-09-16,262587,6e8b204,United Kingdom,2.0,985.6
339,b648837,2022-09-16,262587,47277ee,United Kingdom,3.0,1525.56
340,b648837,2022-09-16,262587,ffc1266,United Kingdom,2.0,988.74
341,b648837,2022-09-16,262587,59e4c3b,United Kingdom,1.0,438.18
342,b648837,2022-09-16,262587,1e8ee77,United Kingdom,1.0,442.2000000000001
343,b648837,2022-09-16,262587,c7fea52,United Kingdom,1.0,408.78
344,a08bfa1,2022-09-16,262472,4b3eeca,United Kingdom,1.0,441.6
345,a08bfa1,2022-09-16,262472,4a85ea3,United Kingdom,2.0,656.76
346,a08bfa1,2022-09-16,262472,91b007e,United Kingdom,3.0,828.0
347,a08bfa1,2022-09-16,262472,aa61eaa,United Kingdom,1.0,8544.0
348,a08bfa1,2022-09-16,262472,9cde75d,United Kingdom,3.0,1461.48
349,a08bfa1,2022-09-16,262472,bd7c360,United Kingdom,1.0,337.0
350,a08bfa1,2022-09-16,262472,3dda988,United Kingdom,1.0,421.2000000000001
351,a08bfa1,2022-09-16,262472,6856dc8,United Kingdom,1.0,308.88
352,a08bfa1,2022-09-16,262472,2473611,United Kingdom,2.0,788.64
353,a08bfa1,2022-09-16,262472,faf23df,United Kingdom,3.0,753.1200000000001
354,a08bfa1,2022-09-16,262472,ec69637,United Kingdom,3.0,919.59
355,a08bfa1,2022-09-16,262472,30fcc66,United Kingdom,1.0,364.68
356,a08bfa1,2022-09-16,262472,fd4fdd2,United Kingdom,2.0,570.24
357,a08bfa1,2022-09-16,262472,f45834b,United Kingdom,1.0,412.08
358,a08bfa1,2022-09-16,262472,3db36a7,United Kingdom,2.0,889.8000000000001
359,a08bfa1,2022-09-16,262472,414b50e,United Kingdom,3.0,820.14
360,a08bfa1,2022-09-16,262472,61036b9,United Kingdom,1.0,390.0
361,a08bfa1,2022-09-16,262472,3df3dec,United Kingdom,2.0,562.6800000000001
362,a08bfa1,2022-09-16,262472,293e74f,United Kingdom,1.0,575.76
363,a08bfa1,2022-09-16,262472,b75de74,United Kingdom,6.0,1908.72
364,a08bfa1,2022-09-16,262472,23d418b,United Kingdom,2.0,939.84
365,a08bfa1,2022-09-16,262472,3b02bf2,United Kingdom,5.0,1784.35
366,a08bfa1,2022-09-16,262472,d7ad2b1,United Kingdom,2.0,1389.3
367,a08bfa1,2022-09-16,262472,77f1261,United Kingdom,2.0,619.7
368,a08bfa1,2022-09-16,262472,53010d8,United Kingdom,1.0,395.52
369,a08bfa1,2022-09-16,262472,4c8ad08,United Kingdom,1.0,580.0
370,a08bfa1,2022-09-16,262472,5a5eb80,United Kingdom,1.0,580.0
371,a08bfa1,2022-09-16,262472,590979d,United Kingdom,1.0,4188.96
372,a08bfa1,2022-09-16,262472,91a108c,United Kingdom,1.0,366.24
373,a08bfa1,2022-09-16,262472,3a0ba89,United Kingdom,2.0,797.04
374,a08bfa1,2022-09-16,262472,e1402a3,United Kingdom,4.0,1321.92
375,a08bfa1,2022-09-16,262472,2141a7c,United Kingdom,1.0,1282.6
376,a08bfa1,2022-09-16,262472,e1c4a27,United Kingdom,2.0,587.52
377,a08bfa1,2022-09-16,262472,cd11864,United Kingdom,1.0,669.48
