warehouse_name,sku_id,order_date,user_id,min,max,price_diff
India,8c90c45,2023-11-17,86b6a8b,684.8100000000001,1369.62,684.8099999999998
India,8f254d4,2023-09-09,8ae266d,1108.8,2217.6,1108.8
India,90435d3,2023-10-28,ae0e764,801.0,1602.0,801.0
India,92bb935,2022-09-16,32c05a7,374.1,6733.8,6359.7
India,92bb935,2022-09-19,aaf01a5,374.1,6733.8,6359.7
India,92e3cb7,2023-09-05,c1a7895,631.1999999999999,631.2,1.1368683772161603e-13
India,92e3cb7,2023-09-05,d696a92,315.6,631.1999999999999,315.5999999999999
India,92e3cb7,2023-09-07,d9e2aee,315.6,631.2,315.6
India,934e2bd,2023-11-16,a5afc84,713.16,1426.32,713.16
India,934e2bd,2023-11-20,5561d93,713.16,1426.32,713.16
India,9396073,2023-10-28,29cab63,736.86,1473.72,736.86
India,941d30b,2022-11-12,0702599,480.3,5763.599999999999,5283.299999999999
India,967c1ac,2022-10-15,ca2a9e3,305.15999999999997,1830.96,1525.8000000000002
India,973b757,2023-11-30,53f5c77,614.15,1842.45,1228.3000000000002
India,99e1faa,2023-09-03,479f8c6,201.60000000000005,604.8000000000001,403.20000000000005
India,9ab9008,2023-11-22,a9fed01,231.0,924.0,693.0
India,9ab9008,2023-11-22,ae0e764,231.0,924.0,693.0
India,a053378,2023-11-19,570c858,476.04,952.08,476.04
India,a07d15b,2022-10-13,ace8192,316.02,2528.16,2212.14
India,ab4e967,2022-11-11,63843fe,380.64,3425.76,3045.1200000000003
India,ab4e967,2023-10-16,092c03c,195.36,1579.16,1383.8000000000002
India,ad9f51f,2022-11-09,065f5fa,403.79999999999995,403.8,5.684341886080802e-14
India,aef53bb,2023-09-09,a2e045e,607.88,1823.64,1215.7600000000002
India,aef53bb,2023-11-22,d99ddb8,607.88,1823.64,1215.7600000000002
India,af15583,2023-09-18,546005f,488.7000000000001,1954.8,1466.1
India,af2f408,2023-11-30,d99ddb8,295.74,591.48,295.74
India,af3209b,2022-10-09,984b37b,342.18,2686.4,2344.2200000000003
India,af56d0d,2022-10-10,ace8192,286.92,1721.52,1434.6
India,af6266b,2023-11-16,29cab63,30.0,60.0,30.0
India,b47a101,2023-11-20,d17a43f,412.8,825.5999999999999,412.7999999999999
India,b9e3e1b,2023-09-18,cdd0cc2,719.5999999999999,1439.1999999999998,719.5999999999999
India,b9e5f77,2022-11-11,7417605,357.6,2145.6000000000004,1788.0000000000005
India,ba2e336,2023-10-03,123d04c,294.52,883.56,589.04
India,ba2e336,2023-10-04,45479a9,292.88,878.64,585.76
India,bb1a1d4,2022-09-04,23e7511,134.78,808.6800000000001,673.9000000000001
India,bba717a,2023-09-24,2c6933c,224.1,448.2000000000001,224.1000000000001
India,bc31019,2023-11-19,bad8394,206.7,2480.4,2273.7000000000003
India,bd53d42,2023-09-29,54cb717,2289.6000000000004,4579.200000000001,2289.6000000000004
India,bd7c360,2022-11-11,b529f6c,333.0,3996.0,3663.0
India,bde1e8a,2023-10-16,f46bef2,75.0,150.0,75.0
India,be170aa,2022-09-15,9b930fe,539.8199999999999,6384.960000000001,5845.140000000001
India,bf1f3e9,2023-09-18,9c193a0,565.2,1130.4,565.2
India,bf1f3e9,2023-09-18,d99ddb8,565.2,1130.4,565.2
India,bf1f3e9,2023-10-20,e11c452,556.5999999999999,1113.1999999999998,556.5999999999999
India,bf1f3e9,2023-11-03,0ecdc91,559.0,1118.0,559.0
India,bf1f3e9,2023-11-03,5f46d16,559.0,1118.0,559.0
India,bf1f3e9,2023-11-03,d478a06,559.0,1118.0,559.0
India,bf1f3e9,2023-11-03,e636697,559.0,1118.0,559.0
India,bf1f3e9,2023-11-04,6e9b902,559.0,1118.0,559.0
India,bf1f3e9,2023-11-04,8eb6bc0,559.0,1118.0,559.0
India,bf1f3e9,2023-11-04,b8f8edf,559.0,1118.0,559.0
India,bf1f3e9,2023-11-04,e636697,559.0,1118.0,559.0
India,c03fdce,2023-11-04,58a3b4d,1073.64,2147.28,1073.64
India,c291259,2023-10-28,d0219b2,249.00000000000003,498.0,248.99999999999997
India,c39df43,2022-10-22,cfa1568,340.0,2040.0,1700.0
India,c4ed777,2022-11-11,32c05a7,251.88,2015.04,1763.1599999999999
India,cc58106,2022-11-01,ace8192,451.8,5421.599999999999,4969.799999999999
India,d16d9ed,2022-11-25,b2acf35,225.25,3378.75,3153.5
India,d307c78,2022-09-30,4ccec6b,3683.04,3683.0400000000004,4.547473508864641e-13
India,d307c78,2022-10-09,b646ea3,938.28,3683.04,2744.76
India,d40bab6,2022-10-27,c596f84,284.75,2278.0,1993.25
India,d40bab6,2022-11-04,2f00d97,284.5,2276.0,1991.5
India,d40bab6,2022-11-07,04ffd38,284.5,2276.0,1991.5
India,d425d54,2023-09-09,3e44eba,80.0,480.0,400.0
India,d425d54,2023-10-30,78cf630,165.0,495.0,330.0
India,d42b6af,2022-09-06,9bb72bd,386.4,393.76,7.360000000000014
India,d430372,2022-11-11,77928ee,403.85999999999996,403.86,5.684341886080802e-14
India,d5a16df,2023-11-03,ace8192,259.92,1039.68,779.76
India,d71a9ac,2023-09-10,86b6a8b,459.0,1836.0,1377.0
India,d71a9ac,2023-09-24,e89a633,459.0,1836.0,1377.0
India,d71a9ac,2023-11-04,9c193a0,459.0,1836.0,1377.0
India,d88a5ac,2023-09-18,85aa89a,228.36000000000004,2740.32,2511.96
India,da1a99b,2023-09-06,64e4ff9,178.8,1072.8,894.0
India,da23e33,2023-09-09,4da2aa9,565.8,1131.6,565.8
India,dc3fa4f,2023-09-29,663ef2b,293.15000000000003,1172.6000000000001,879.45
India,dccf602,2022-11-15,fb04e07,97.32,194.64,97.32
India,def167b,2023-09-18,d0219b2,513.5999999999999,3025.44,2511.84
India,dfa1545,2023-10-20,5177c8a,255.0,510.0,255.0
India,dfa1545,2023-11-22,a9fed01,209.0,418.0,209.0
India,e2764c1,2023-09-18,70a25f1,120.0,360.0,240.0
India,e92d0ab,2022-10-06,c1a7895,498.64,2948.88,2450.2400000000002
India,eadfaa7,2023-11-03,0f5f9b3,227.7,455.4,227.7
India,eadfaa7,2023-11-07,555e0e2,227.7,455.4,227.7
India,eba0832,2023-09-04,2e09be9,266.4,799.2,532.8000000000001
India,eba0832,2023-09-24,ace8192,528.4000000000001,792.6,264.19999999999993
India,ebbf829,2023-11-22,4e47a29,456.59999999999997,1793.04,1336.44
India,ee90f3e,2022-10-10,edde74d,476.72,1430.16,953.44
India,ee90f3e,2022-10-24,8a73ce5,476.72,1430.16,953.44
India,ee90f3e,2022-11-15,a5473fa,481.24,1443.72,962.48
India,eee6e9a,2023-10-02,fadbbba,362.6,725.2,362.6
India,f4bc443,2023-10-28,ae0e764,574.6,1723.8000000000002,1149.2000000000003
India,f5aad18,2022-10-28,bdc5ef8,558.2,1642.98,1084.78
India,fbe104a,2022-10-06,399a0ab,161.04,2415.6,2254.56
India,ff2a320,2022-09-15,9b930fe,364.29,2872.48,2508.19
India,ff2a320,2022-11-15,e37f59c,366.02,2928.16,2562.14
USA,0072cca,2023-09-04,22e1b06,710.0,2130.0,1420.0
USA,0072cca,2023-09-05,aac8368,710.0,2130.0,1420.0
USA,0072cca,2023-09-15,bf352a2,710.0,2130.0,1420.0
USA,0085272,2023-11-07,00f1f45,243.0,972.0,729.0
USA,013e90b,2023-09-19,5f1be69,397.98,795.96,397.98
USA,026766f,2022-09-10,9e7da4c,384.90000000000003,1511.04,1126.1399999999999
USA,02c1ca5,2023-10-03,9e7da4c,1001.55,1001.5500000000001,1.1368683772161603e-13
USA,02fe087,2023-11-03,fcd6484,500.52,1501.56,1001.04
USA,046b4e4,2022-09-07,a4920df,268.98,1048.56,779.5799999999999
USA,0934276,2022-10-17,859d07e,7691.2,7927.200000000001,236.0000000000009
USA,0934276,2022-11-04,5d45637,7677.2,7677.200000000001,9.094947017729282e-13
USA,0934276,2022-11-05,edb5c08,383.86,391.02,7.159999999999968
USA,0934276,2022-11-07,4e54eac,394.61999999999995,394.62,5.684341886080802e-14
USA,0a2e89c,2023-11-04,4a16287,564.0,1692.0,1128.0
USA,0cb987d,2023-09-05,b043eca,265.0,530.0,265.0
USA,0cb987d,2023-10-10,7b6c8f5,265.0,530.0,265.0
USA,0cb987d,2023-10-20,e649b62,265.0,530.0,265.0
USA,0ce1e21,2023-09-24,399133e,273.44,278.48,5.0400000000000205
USA,0ce1e21,2023-09-24,e667e19,273.44,278.48,5.0400000000000205
USA,0ce1e21,2023-09-24,f26bcca,273.44,278.48,5.0400000000000205
USA,0d22bf7,2022-11-01,9e7da4c,557.66,3345.96,2788.3
USA,0eeddec,2023-10-17,cb2b3b5,323.40000000000003,970.2,646.8
USA,0eeddec,2023-10-17,ec4820d,323.40000000000003,970.2,646.8
USA,0eeddec,2023-10-20,88f6e25,329.4,970.2,640.8000000000001
USA,123636f,2022-11-14,59eaaf3,217.42,7683.12,7465.7
USA,126419d,2023-09-04,f26bcca,137.06,274.12,137.06
USA,13d4857,2023-10-29,852bf94,920.08,1840.16,920.08
USA,142919f,2023-09-26,cbaa0b6,301.68,1206.72,905.04
USA,1524773,2023-11-22,9e7da4c,202.08,595.08,393.0
USA,15f1d08,2022-11-07,197e87c,227.28000000000003,909.12,681.8399999999999
USA,16b1cc1,2023-09-06,f26bcca,197.91,395.82,197.91
USA,1707089,2023-11-16,7a09b6f,497.0,1449.0,952.0
USA,1a6346c,2023-09-03,d8788a6,192.46,384.92,192.46
USA,1ad8949,2023-09-19,aac8368,345.12,2760.96,2415.84
USA,1b61cc7,2023-09-24,f26bcca,414.0,828.0,414.0
USA,1e72335,2023-09-03,77f032a,140.6,210.89999999999998,70.29999999999998
USA,1f604fd,2022-10-01,f3c7b62,451.99,5423.88,4971.89
USA,1fe441d,2023-11-16,94d502e,737.79,1475.58,737.79
USA,2141a7c,2022-11-17,276ee55,1240.55,3721.65,2481.1000000000004
USA,2281f84,2023-11-02,cbaa0b6,623.46,1246.92,623.46
USA,23db20f,2023-11-17,aac8368,484.52,1453.5600000000002,969.0400000000002
USA,27df528,2023-11-17,9e7da4c,369.05,6521.4,6152.349999999999
USA,2856c75,2023-10-02,97fafc3,648.1,1296.2,648.1
USA,2859ae8,2022-11-04,5d45637,375.76,2213.04,1837.28
USA,29b1cbe,2023-09-06,9652d4c,774.85,1549.7,774.85
USA,2c6ea60,2023-11-02,b399938,165.0,495.0,330.0
USA,2c93124,2023-11-07,60c80ac,363.42,1817.1,1453.6799999999998
USA,2c9a30a,2023-11-18,9f5288c,1250.92,2501.84,1250.92
USA,301733b,2023-09-15,9e7da4c,1305.36,3845.52,2540.16
USA,301733b,2023-11-17,9e7da4c,1271.52,3763.02,2491.5
USA,30c1d4d,2023-09-07,f26bcca,414.0,828.0,414.0
USA,30c1d4d,2023-09-24,f26bcca,414.0,828.0,414.0
USA,317607e,2023-09-16,f26bcca,213.6,427.2,213.6
USA,317607e,2023-11-03,197e87c,213.6,640.8,427.19999999999993
USA,322ef3a,2023-09-15,88c1fa4,188.4,1130.4,942.0000000000001
USA,33e9ca7,2023-10-03,1722473,228.6,914.4,685.8
USA,33e9ca7,2023-11-17,d810bbe,229.5,918.0,688.5
USA,3467665,2023-09-10,3a476f7,422.07,5064.84,4642.77
USA,3629233,2023-11-17,5d45637,1306.8000000000002,1306.8000000000004,2.2737367544323206e-13
USA,3629233,2023-11-17,f26bcca,326.70000000000005,1306.8000000000002,980.1000000000001
USA,36dbdf8,2023-09-24,df68f0d,297.0,594.0,297.0
USA,36dbdf8,2023-10-10,d597001,297.0,594.0,297.0
USA,37c07c3,2023-10-02,a634a9e,344.7,2068.2,1723.4999999999998
USA,380b808,2023-09-18,1a2dfe4,397.62,3180.96,2783.34
USA,380b808,2023-11-07,84cd0c0,383.52,3068.16,2684.64
USA,3abd6a5,2023-09-09,4a53fbf,435.0,852.5,417.5
USA,3e4f21a,2023-11-06,b9b0775,470.4,509.6,39.200000000000045
USA,400e4d8,2023-09-06,7ee4b4b,105.24,631.4399999999999,526.1999999999999
USA,400e4d8,2023-11-03,71e2e43,317.88,635.76,317.88
USA,41a0f58,2023-10-11,a92c875,367.79999999999995,1471.1999999999998,1103.3999999999999
USA,41a0f58,2023-11-04,45519a0,366.0,1464.0,1098.0
USA,41beb2d,2023-11-18,bfd2997,88.08,528.48,440.40000000000003
USA,434572f,2022-11-04,100232a,413.7,3309.6000000000004,2895.9000000000005
USA,44087c5,2022-09-10,cbf17bc,540.72,1591.92,1051.2
USA,46f943c,2023-11-18,6ac0f97,360.78,1443.12,1082.34
USA,4b3eeca,2022-09-26,3d890d3,2594.8799999999997,2594.88,4.547473508864641e-13
USA,4b8420e,2022-11-15,197e87c,310.9,4578.0,4267.1
USA,4d114e3,2023-09-19,5165966,293.04,879.1200000000001,586.0800000000002
USA,4d114e3,2023-10-11,ec1c9c5,294.48,883.4399999999999,588.9599999999999
USA,4f96ba9,2023-10-04,5f355ce,489.59999999999997,489.6,5.684341886080802e-14
USA,51f8507,2023-10-28,00f44c4,106.42,212.84,106.42
USA,51f8507,2023-10-28,b4e3db7,106.42,212.84,106.42
USA,5281497,2023-11-08,ca41cae,496.52,993.04,496.52
USA,5294411,2023-11-06,b9b0775,551.58,1103.16,551.58
USA,53a180e,2023-11-22,0d4609f,39.2,78.4,39.2
USA,5778589,2023-09-06,ed0f49f,552.0,4416.0,3864.0
USA,5778589,2023-09-30,19b09bb,558.8100000000001,4470.4800000000005,3911.6700000000005
USA,590b37b,2023-11-17,00f1f45,795.5999999999999,1591.1999999999998,795.5999999999999
USA,5b75713,2023-10-28,28b5609,73.98,147.96,73.98
USA,5c7951f,2022-11-17,f4c676c,431.76,6780.48,6348.719999999999
USA,5d80b14,2022-09-29,c20ec3b,573.3,6879.599999999999,6306.299999999999
USA,5ef89e9,2022-09-13,4a16287,255.81,2046.48,1790.67
USA,5ef89e9,2023-10-29,852bf94,496.98,1987.92,1490.94
USA,5ef89e9,2023-11-17,00f1f45,490.62,1962.48,1471.8600000000001
USA,5f9d80d,2023-10-16,5f355ce,1014.0,2028.0,1014.0
USA,604362f,2022-10-04,eb8a8cf,275.6,3858.4000000000005,3582.8000000000006
USA,6090125,2023-11-06,21fac88,780.9,2342.7,1561.7999999999997
USA,62af492,2022-11-01,5d45637,266.76,5335.2,5068.44
USA,6323dad,2022-11-25,d849eff,478.92,1915.68,1436.76
USA,63c2e37,2023-11-17,f26bcca,299.13,1196.52,897.39
USA,667cd93,2023-10-20,40e2a5c,562.5,1125.0,562.5
USA,6786c04,2023-09-06,ed0f49f,304.08,608.16,304.08
USA,682e209,2023-09-10,88f6e25,744.76,2924.0,2179.24
USA,6a031ce,2023-09-24,c527936,404.15999999999997,2380.32,1976.1600000000003
USA,6a72979,2022-11-07,4e54eac,2483.7599999999998,2483.76,4.547473508864641e-13
USA,6a77c1e,2022-09-05,1c56b27,400.32,800.64,400.32
USA,6b6ab13,2023-09-06,e742733,1003.44,1672.4,668.96
USA,6c2b70e,2023-09-05,b043eca,360.06,2160.36,1800.3000000000002
USA,6c3778b,2022-10-17,859d07e,6218.999999999999,6402.6,183.60000000000127
USA,6cde1ec,2023-10-29,6f8887e,314.82,629.64,314.82
USA,6cde1ec,2023-11-02,cbaa0b6,314.82,629.64,314.82
USA,6d54c00,2023-11-02,cbaa0b6,332.49,1329.96,997.47
USA,6dc62b4,2023-11-04,00f1f45,466.38,1865.52,1399.1399999999999
USA,72dd286,2023-09-07,c0514b8,595.5,1191.0,595.5
USA,7330980,2023-11-04,4a16287,466.56000000000006,466.5600000000001,5.684341886080802e-14
USA,7361288,2023-09-15,88c1fa4,405.4,810.8,405.4
USA,7361288,2023-10-30,206fb33,402.2,804.4,402.2
USA,7459b24,2023-10-28,00f44c4,455.0,1365.0,910.0
USA,7459b24,2023-11-04,4a16287,428.0,2568.0,2140.0
USA,74b58f1,2023-10-04,ec1c9c5,336.29999999999995,1345.1999999999998,1008.8999999999999
USA,77f1261,2022-10-03,158480c,5477.399999999999,5477.4,9.094947017729282e-13
USA,78910eb,2023-11-18,0d4743a,150.92,301.84,150.92
USA,79030aa,2022-10-03,be731fe,189.78,379.56,189.78
USA,7a5c6c2,2023-10-11,6ca5ba9,363.27,1453.08,1089.81
USA,7d0bc53,2022-09-13,24ea7e1,372.48,2234.88,1862.4
USA,7d7c734,2022-09-02,87da926,178.8,178.80000000000004,2.842170943040401e-14
USA,7edef23,2023-09-04,773d63e,622.3199999999999,7467.84,6845.52
USA,7fa8086,2023-10-01,544f4a6,237.2,948.8,711.5999999999999
USA,7fd54bb,2023-09-09,9e7da4c,234.68,1382.4000000000003,1147.7200000000003
USA,7fd84f5,2023-09-30,5d45637,402.6,1610.4,1207.8000000000002
USA,7ff9d5e,2023-11-08,f26bcca,341.04,682.08,341.04
USA,814ddc1,2023-11-18,6ac0f97,177.60000000000002,532.8000000000001,355.20000000000005
USA,8389e22,2023-11-04,1bca200,490.5,2943.0,2452.5
USA,83d5b7e,2023-11-18,0d4743a,550.55,1651.65,1101.1000000000001
USA,85a8c9e,2023-09-15,60c80ac,634.2,1902.6,1268.3999999999999
USA,8705857,2023-11-05,e5a9987,359.6,1078.8,719.1999999999999
USA,88dc37f,2022-09-10,295e624,466.3999999999999,466.4,5.684341886080802e-14
USA,8a112e3,2023-11-17,a4b21e3,1310.4,2620.8,1310.4
USA,8a53510,2023-09-15,ca41cae,225.0,450.0,225.0
USA,8a9517a,2022-11-05,edb5c08,7876.799999999999,7876.8,9.094947017729282e-13
USA,8bc33bd,2023-09-03,37ada23,414.9,829.8,414.9
USA,8bc33bd,2023-09-03,5dba6fd,420.0,829.8,409.79999999999995
USA,8bc33bd,2023-09-03,8db1424,414.9,829.8,414.9
USA,8bc33bd,2023-09-06,3446da2,414.9,829.8,414.9
USA,8bc33bd,2023-09-19,f26bcca,414.9,829.8,414.9
USA,8c90c45,2023-11-07,cbaa0b6,684.8100000000001,1369.62,684.8099999999998
USA,8c90c45,2023-11-30,3950422,684.8100000000001,1369.62,684.8099999999998
USA,90435d3,2023-09-30,2b9e47f,805.9,1611.8,805.9
USA,916df28,2023-11-22,88f6e25,530.7,1562.7599999999998,1032.0599999999997
USA,941d30b,2022-11-07,4a16287,320.2,5763.599999999999,5443.4
USA,9713f9d,2023-10-11,37ada23,182.0,273.0,91.0
USA,a1a6cfb,2023-10-16,5f355ce,1017.0,2034.0,1017.0
USA,a1a6cfb,2023-11-04,37ada23,915.3,1830.6000000000001,915.3000000000002
USA,a78f9d1,2023-11-16,6888e6d,195.0,390.0,195.0
USA,aa7e366,2022-11-18,5df61bc,100.8,201.6,100.8
USA,ab4e967,2023-11-18,3faf97c,195.84,587.52,391.67999999999995
USA,acc29ee,2022-09-28,197e87c,178.2,2316.6,2138.4
USA,aef53bb,2023-11-07,eded531,607.88,1823.64,1215.7600000000002
USA,af0d0c4,2022-09-08,8e125ba,508.8,4579.2,4070.3999999999996
USA,af15583,2023-10-29,852bf94,488.7,1954.8,1466.1
USA,b32c23e,2023-09-07,c0514b8,618.0,1236.0,618.0
USA,b457b05,2023-09-18,f26bcca,161.38,309.64,148.26
USA,b47a101,2023-11-04,94d502e,412.8,825.5999999999999,412.7999999999999
USA,b47a101,2023-11-04,c18945c,412.8,825.5999999999999,412.7999999999999
USA,b560fa8,2023-09-26,15746f2,396.0,792.0,396.0
USA,b885653,2023-09-07,c0514b8,429.54,1718.16,1288.6200000000001
USA,b8918b2,2023-11-17,00f1f45,311.1,622.2,311.1
USA,b8f39ad,2023-09-15,aac8368,583.2,1166.4,583.2
USA,b8f39ad,2023-11-07,881559d,585.44,1170.88,585.44
USA,b8f39ad,2023-11-17,f26bcca,586.56,1173.12,586.56
USA,b9da915,2023-11-04,852bf94,505.38,4043.0400000000004,3537.6600000000003
USA,b9da915,2023-11-06,7c81814,505.38,4043.04,3537.66
USA,b9e3e1b,2023-09-06,08ecf2d,362.9,1451.6,1088.6999999999998
USA,b9e3e1b,2023-09-10,ca41cae,363.3,1453.1999999999998,1089.8999999999999
USA,b9e3e1b,2023-10-03,64164b8,727.0,1427.6,700.5999999999999
USA,b9e3e1b,2023-11-03,9e7da4c,719.0,1438.0,719.0
USA,b9e3e1b,2023-11-03,bb6df34,719.0,1438.0,719.0
USA,bc08c84,2023-10-29,76bbc83,198.0,396.0,198.0
USA,bc08c84,2023-11-18,0d4743a,198.0,396.0,198.0
USA,bcc8c2e,2023-09-09,f26bcca,140.6,210.9,70.30000000000001
USA,bd7c360,2022-09-15,f3c7b62,666.0,3996.0,3330.0
USA,bd7c360,2022-10-13,bc3c72d,666.0,3996.0,3330.0
USA,bd7c360,2022-10-31,f2f24c2,335.5,4026.0,3690.5
USA,bd7c360,2022-11-04,773d63e,335.5,4026.0,3690.5
USA,bf0464f,2023-11-20,c32e268,281.84,553.28,271.44
USA,bf1f3e9,2023-09-15,6f9af22,574.6,1128.4,553.8000000000001
USA,bf1f3e9,2023-09-15,7ee4b4b,574.6,1128.4,553.8000000000001
USA,bf1f3e9,2023-09-15,9f5288c,564.2,1128.4,564.2
USA,bf1f3e9,2023-09-15,9ff5def,564.2,1128.4,564.2
USA,bf1f3e9,2023-09-15,d6ba5f5,564.2,1128.4,564.2
USA,bf1f3e9,2023-10-03,53f5928,553.8000000000001,1107.6,553.7999999999998
USA,bf1f3e9,2023-10-03,852bf94,553.8000000000001,1107.6,553.7999999999998
USA,bf1f3e9,2023-11-03,1eceeed,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,22e1b06,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,819753d,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,a9198be,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,b4990e0,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,b8126ac,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,bc8d361,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,d597001,559.6,1119.2,559.6
USA,bf1f3e9,2023-11-03,d810bbe,559.6,1119.2,559.6
USA,bfc3c7a,2023-09-03,d8788a6,192.46,384.92,192.46
USA,bfce651,2023-10-17,f26bcca,456.0,912.0,456.0
USA,c03fdce,2022-10-17,859d07e,285.15000000000003,4538.88,4253.7300000000005
USA,c397240,2023-11-07,e74fa4c,82.5,247.5,165.0
USA,c653401,2023-09-19,6f8887e,552.0,1656.0,1104.0
USA,c7500ba,2023-11-04,9e7da4c,358.05,1054.35,696.3
USA,ca96906,2023-11-17,f26bcca,688.5,1377.0,688.5
USA,cc58106,2022-10-21,5d45637,5106.960000000001,5381.28,274.3199999999988
USA,cc8f2ec,2023-11-18,3faf97c,207.9,415.8,207.9
USA,cd11864,2022-11-04,86234b5,332.52,5261.76,4929.24
USA,cf22701,2022-11-14,1b198a3,524.32,3145.92,2621.6
USA,d0990b0,2023-09-26,d1b30bb,252.0,1008.0,756.0
USA,d0990b0,2023-11-04,37ada23,261.0,1044.0,783.0
USA,d280120,2022-11-04,86234b5,498.84,3940.8,3441.96
USA,d337a15,2023-09-30,edb5c08,836.5999999999999,1673.1999999999998,836.5999999999999
